name,URL,update_time,description,location,category,stage,social_media,age,create_time,close_time,employees,type,source
Rice Dentures,https://www.ricedentures.com,None,"Description:
 
Located in Childersburg, AL, our denture center specializes in extractions, dentures, partials and implants to bring our patients the restorative care they deserve.
We offer multiple denture and implant options all at different tiers to keep our services affordable and with your smile goals at the top of our minds.
 
 
Business Hours:
Mon: 08:00 - 17:00
	Tue: 08:00 - 17:00
	Wed: 08:00 - 17:00
	Thu: 08:00 - 17:00
	Fri: Closed
	Sat: Closed
	Sun: Closed
 
Payment Methods:
Cash, Visa, Mastercard, Insurance, American Express, ATM / Debit, Discover, Financing Available, Invoice, Personal Check
 
For more information, please contact us with the following details: 
Contact Telephone:
+1 256-378-3322","United States, Childersburg, AL 35044",['Healthcare / Medical Services'],None,None,None,2017/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
ChineseTranslation.com,https://www.chinesetranslation.com/,None,Chinese Translation Services by Leading Professionals,"United States, Raleigh, NC NC 27603",['Other'],Shipping,None,None,2022/06/5,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Spectrum Pest Control,https://spectrumpestcontrolinc.com/pest-control-butler,None,"Description:
	Spectrum Pest Control has been Butler's local exterminators for over 25 years. There is no job too big, nor too small for our team of state-certified technicians. At Spectrum Pest Control, you are our number one priority. Our focus is on providing our customers with year-round protection against all types of pests throughout every season. We back our professional pest control services with a 100% money back guarantee.
Business hours:
	Mon: 08:00 - 17:00
	Tue: 08:00 - 17:00
	Wed: 08:00 - 17:00
	Thu: 08:00 - 17:00
	Fri: 08:00 - 17:00
	Sat: 09:00 - 17:00
	Sun: Closed
Payment Method:
	Cash, Personal Check, Visa, Mastercard, American Express, ATM / Debit, Discover
For more information, please contact us with the details below:
Contact Telephone:
	(724) 719-9244
Contact Email:
Jim@goodbyebug.com","United States, Butler, PA 16001",['Other'],None,None,None,1993/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Reliable Couriers,https://www.reliablecouriers.com/service-area/florida/jacksonville,None,"Description:
	Reliable Couriers provides same day delivery and courier services all throughout the greater Jacksonville area and the rest of Florida. Our local delivery drivers can deliver your package in the fastest manner possible to it's destination. All of our drivers are bonded and equipped with GPS so your package will make it to its destination on time and intact.
Business hours:
	Mon-Sun: Open 24 Hours
Payment Method:
	Cash, Insurance, Visa, ATM / Debit, Mastercard, American Express, Financing Available, Personal Check, PayPal, Invoice, Discover
For more information, please contact us with the details below:
Contact Telephone:
	+1 904-478-8602
Contact Email:
jacksonville@reliablecouriers.com","United States, Jacksonville, FL 32202",['Other'],None,None,None,1998/01/1,None,20,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
"Rapid Response Monitoring Services, Inc.",https://www.rrms.com/,None,"Description:
	Rapid Response Monitoring is a Professional Monitoring service provider, delivering human compassion and judgment to safety, security, and smart technology at scale.
Whether you're big or small, are just-launched or generations-deep, you deserve a partner with the experience, commitment, and infrastructure to advance your business goals. Two types of facilities, one set of high standards. Your Professional Monitoring services are provided by two multi-redundant, hardened Command Centers.
Business Hours:
	Mon - Sun: Open 24 Hours
For more information, please contact us with the following details:
Contact Telephone:
	(800) 558-7767
Other Social Media Profiles:
https://www.linkedin.com/company/rapid-response-monitoring","United States, Corona, CA 92879",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Bigfoot Pest Management LLC,http://www.bigfootpest.com/?utm_source=gmb&utm_medium=organic,None,"Description:
	Bigfoot Pest Management is a top-rated, locally owned and operated pest control service provider in Olympia, WA. We offer the following pest control services in Thurston County, WA:
1. Ant Control
	2. Sugar Ant Control
	3. Bees Removal
	4. Birds Control
	5. Roach Control
	6. Dead Animals Removal
	7. Fleas or Mites Control
	8. Hornets or Wasps Removal
	9. Rats & Mice Control
	10. Rodent Control
	11. Spider Control
	12. Repairs and exclusion
Business hours:
	Mon-Fri: 9:00am - 5:00pm, Sat-Sun: Closed
Payment Method:
	Cash, Mastercard, Personal Check, Visa, American Express, Discover, ATM / Debit
For more information, please contact us with the details below:
Contact Telephone:
	+1 360-789-5295
Contact Email:
elliott@bigfootpest.com","United States, Olympia, WA 98501",['Other'],None,None,None,2021/01/1,None,1,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Inglis Family Law Firm,https://inglisfamilylawfirm.com,None,"Description:
	Inglis Family Law Firm knows that divorce and family law legal action can sometimes be overwhelming and difficult. We are dedicated to providing you help in language that you can understand. If you don't feel like you understand your options, just ask, and we will work to find an explanation that works for you.
Business hours:
	Mon: 8:30am - 5:00pm
	Tue: 8:30am - 5:00pm
	Wed: 8:30am - 5:00pm
	Thu: 8:30am - 5:00pm
	Fri: 8:30am - 1:00pm
	Sat: Closed
	Sun: Closed
Payment Method:
	Cash, Visa, Mastercard, American Express, Personal Check, Invoice, Discover
For more information, please contact us with the details below:
Contact Telephone:
	(661) 200-3845
Contact Email:
cringlis@inglisfamilylawfirm.com","United States, Stevenson Ranch, CA 91381",['Other'],None,None,None,2021/01/1,None,4,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Joshua Tree Lizard,https://www.joshuatreelizard.com/,None,"We offer fun and safe rock climbing tours in Joshua Tree National Park. If you are an individual, a couple or a family looking for an adventurous, exciting and once in a lifetime experience, you are in the right place!","United States, Yucca Valley, CA 92284",['Sports'],Mature,None,None,2022/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
PJO Insurance Brokerage,https://pjobrokerage.com/,None,"Thank you for visiting us on StartUs! The professional business insurance brokers at PJO Insurance Brokerage located in Phoenix, Arizona have over 50 years of experience working with many industries and companies. We offer a wide selection of coverages including:
 

Special Event Coverage
Commercial General Liability Insurance
Professional Liability Insurance
Excess/Umbrella Liability
Directors & Officers Liability Coverage
Errors & Omissions Insurance
Property & Inland Marine Insurance
Product Liability Insurance
Cyber Liability
Worker’s Compensation
And more!

 
With a commitment to its clients to perform above the rest, PJO Insurance Brokerage draws on the finest resources in the industry to ensure our clients have unmatched personal attention, courtesy, and the best services and products available on the market. We take pride in putting our client’s needs first and foremost.
 
We make sure to maintain the resources and flexibility in the constant change of the insurance market to provide your company with the best insurance products in a timely manner. The professional broker you work with is interested in your company’s specific needs, and is trained to handle the risks of your specific industry. They will take the time to sit down with you and explain all of the coverage options available to you.
 
Each business is individual, and each has its own set of risks and insurance needs. It’s just good business sense to be properly insured, and our brokers will help you design the insurance program that is tailored to your company’s specific needs.
 
PJO Insurance Brokerage
4103 E Prickly Pear Trail 
Phoenix, AZ 85050
Phone: 480-248-7495
Email: patrick@pjobrokerage.com
Website: https://pjobrokerage.com
 
Visit Our Blog: https://pjobrokerage.com/az-blog
Like Us on Facebook: https://www.facebook.com/pjoinsurancebrokerage
Follow Us on Twitter: https://twitter.com/PJOInsurance
Connect With Us on LinkedIn: https://www.linkedin.com/company/pjo-insurance-brokerage
Connect With Us on Pinterest: https://pinterest.com/pjobrokerage
Subscribe To Our YouTube Channel: https://www.youtube.com/user/PJOBrokerage","United States, Phoenix, AZ 85050",['Insurance'],None,None,None,2003/01/22,None,5,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Deftify,https://deftify.io,None,"Deftify is a blockchain analytics platform that focuses on helping enthusiasts and newbies research and learn about new and existing blockchains, DeFi and NFT markets for informed trading and investment decisions.
Deftify Analytics Tool is live (Beta)","Canada, sheridan city, PE 82801","['Financial Services', 'Startup Services']",Development and Testing,None,None,2022/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
ByteNite,https://bytenite.com,None,"A SaaS platform for high-throughput computing, supporting fast and cost-effective video encoding. 
ByteNite implements a distributed computing system based on mobile and desktop devices as worker nodes, keeping the parallelization of video computing workflows and realizing a high-throughput computing environment. 
ByteNite's philosophy is captured in availability, agility, speed, security, and sustainability values.","United States, San Francisco, CA 94158",['IT.SaaS'],Development and Testing,None,None,2022/02/9,None,5,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
"Young, Reverman & Mazzei",https://www.yrmlaw.com/finneytown/personal-injury-lawyer/,None,"Description:
	If you or a person you care about was injured because of somebody else's negligence in Cincinnati, contact a Young, Reverman & Mazzei Personal Injury Lawyer to schedule a free consultation. Young, Reverman & Mazzei was founded in 1972 by exceptional lawyers who had only one goal in mind; to give the people of Ohio and surrounding areas the best personal injury and auto accident representation.
Business hours:
	Mon-Sun: Open 24 Hours
For more information, please contact us with the details below:
Contact Telephone:
	(513) 854-0061
Contact Email:
sbolotin@yrmlaw.com
Other Social Media Profiles:
https://www.linkedin.com/company/young-reverman-&-mazzei/
https://www.instagram.com/young.reverman.mazzei/","United States, Cincinnati, OH 45231",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Executech - Managed IT Services Company Spokane,https://www.executech.com/managed-it-services-spokane/,None,"Description:
We are here to make technology work for your organization. We have been providing Managed IT Service in Spokane for over 20 years. We are one of the largest teams of technical experts in the West, we have the knowledge and the experience to solve any technical problem.
	Executech provides a full range of IT services, products, and solutions. We are your complete, outsourced IT support department.
 
Business Hours:
Mon-Sun: Open 24 Hours
 
For more information, please contact us with the following details: 
Contact Telephone:
(509) 321-4090
 
Contact Email:
gary.arnold@executech.com
 
Other Social Media Profiles:
https://www.linkedin.com/company/executech/","United States, Spokane Valley, WA 99216",['IT.Service'],None,None,None,1999/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Peter's Cornucopia,https://peterscornucopia.com/,None,"Description:
	Peter's Cornucopia, independently-owned & operated health food store has been a local favorite for almost 4 decades! We offer the highest quality and best selection of natural & organic food, produce, herbs, vitamins, supplements, and health & beauty items. Our CafeUcopia offers homemade soups, salads, sandwiches, real fruit smoothies, organic coffee, and gluten-free menu items. Stop in our New Hartford or Utica location and find out why Peter's has been a local favorite in the Mohawk Valley.
Business hours:
	Mon: 10:00 - 18:00
	Tue: 10:00 - 18:00
	Wed: 10:00 - 18:00
	Thu: 10:00 - 18:00
	Fri: 10:00 - 18:00
	Sat: 10:00 - 18:00
	Sun: 10:30 - 16:00
Payment Method:
	Cash, Personal Check, Visa, Mastercard, American Express, ATM / Debit, Discover
For more information, please contact us with the details below:
Contact Telephone:
	+1 315-724-4998
Other Social Media Profiles:
https://www.linkedin.com/company/peter's-cornucopia
https://instagram.com/peterscornucopia","United States, Utica, NY 13502",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Triple Creek Realty LLC,http://www.triplecreekre.com/,None,"Description:
We are a team of local real estate professionals working to help facilitate the best opportunity possible for you. With an extensive knowledge of the area and reliable agents at your disposal we are here to make every transaction as easy as possible!
 
For more information, please contact us with the following details: 
Contact Telephone:
+1 573-760-4635
 
Contact Email:
admin@triplecreekre.com
 
Other Social Media Profiles:
https://www.linkedin.com/company/triple-creek-realty
https://www.instagram.com/triplecreekre/","United States, Farmington, MO 63640",['Other'],None,None,None,None,None,15,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Buy Online Ambien Sleeping Pills By VISA Payments,https://yellowxanaxbarsforsale.com/product-category/buy-ambien-online,None,"If you are looking for a safe and effective way to get a good night's sleep, look no further than Ambien.
Ambien is a prescription sleep medication that is used to treat insomnia. It is a safe and effective medication that has been approved by the FDA for the treatment of insomnia. Ambien is a short-acting sleep medication that works by binding to the GABA receptors in the brain to promote sleep. It is important to take Ambien as directed by your doctor.
Ambien should not be taken with alcohol or other drugs that can cause drowsiness. Ambien can cause side effects, but they are typically mild and go away on their own. If you experience any serious side effects, consult your doctor immediately.
Buy now : https://yellowxanaxbarsforsale.com/product-category/buy-ambien-online","United States, Honolulu, Hawaii, HI 96826",['Healthcare / Medical Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Inn at the Old Jail,https://innattheoldjail.com,None,"Description:
On a residential street, this quaint guesthouse in a former jail dating from 1902 is less than a mile from a tram stop. It's 2 miles from Jackson Square and the New Orleans Museum of Art.
Decorated with antique furnishings, the 9 homey rooms with reclaimed wood paneling provide Wi-Fi. Some feature exposed-brick walls and high ceilings.
There's breakfast and a communal kitchen. Event space includes a rooftop deck and a courtyard. Minimum-stay rules may apply.
 
For more information, please contact us with the following details: 
Contact Telephone:
+1 504-301-5743","United States, New Orleans, LA 70119",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Pandev Law - Immigration Lawyer Charleston,https://www.pandevlaw.com/charleston-immigration-lawyer,None,"Description:
	If you are searching for ""immigration lawyer near me”/""abogado de migracion"" you have come to the right place. Pandev Law's Charleston immigration law office is situated in the heart of Charleston's world famous Historic District. Our Charleston immigration lawyer is located just one block south of the Historic Charleston City Market, in downtown Charleston. So if you are searching for an ""immigration attorney near me,” we are conveniently located to help you.
Business hours:
	Mon: 08:30 - 17:00
	Tue: 08:30 - 17:00
	Wed: 08:30 - 17:00
	Thu: 08:30 - 17:00
	Fri: 08:30 - 17:00
	Sat: Closed
	Sun: Closed
For more information, please contact us with the details below:
Contact Telephone:
	(843) 991-7807","United States, Charleston, SC 29401",['Other'],None,None,None,2017/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Madera Apartments,https://lasvegasliving.com/properties/madera/,None,"Description:
	Only minutes from exclusive shopping, dining & entertainment, Madera Apartments in Las Vegas offers charming one, two & three bedroom luxury apartments for rent in the 89135 neighborhood near downtown Summerlin.
Modern luxury amenities include contemporary kitchens with granite countertops, a beautiful clubhouse, coffee bar & game room, outdoor fireplace retreat, pool & spa and fitness center. Pets up to 80 pounds are welcome, with some restriction.
Business hours:
	Mon: 09:00 - 18:00
	Tue: 09:00 - 18:00
	Wed: 09:00 - 18:00
	Thu: 09:00 - 18:00
	Fri: 09:00 - 18:00
	Sat: 09:00 - 18:00
	Sun: 09:00 - 18:00
For more information, please contact us with the details below:
Contact Telephone:
	(702) 360-8904
Other Social Media Profiles:
https://www.linkedin.com/company/ovation-property-management/about/
https://www.instagram.com/ovationlasvegas/","United States, Las Vegas, NV 89135",['Real Estate'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Buy Adderall Online No Rx,https://yellowxanaxbarsforsale.com/product-category/buy-tramadol-online,None,"You can buy Tramadol online anywhere, anytime. Buy it, or get free shipping at our pharmacy. Tramadol online is a highly effective pain reliever which is prescribed to treat moderate to severe pain. It helps to reduce discomfort, promote sleep and ease the stress of everyday life. Tramadol is an opioid that affects the central nervous system and is used to treat moderate to severe pain. Buy Tramadol online with utmost confidence, and get the best quality drugs at their best price.","United States, New York, NY 96826",['Healthcare / Medical Services'],Shipping,None,None,2017/06/14,None,50,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Inspire Apartments,https://lasvegasliving.com/properties/inspire/,None,"Description:
	Energize your lifestyle at Inspire Las Vegas, where your home is just minutes away from everything you love. From Calico Basin to downtown Las Vegas, this ideal location makes the most of high-end living. One and two-bedroom Inspire apartment homes and lofts in Las Vegas offer upscale features in a radiant community designed to complement every walk of life. Tour today to see how Inspire reinvents dynamic living. Only 15 minutes from the Fremont Street Experience and 20 mins from the strip!
Business hours:
	Mon-Sun: 09:00 - 17:00
For more information, please contact us with the details below:
Contact Telephone:
	+1 702-990-2643
Other Social Media Profiles:
https://www.linkedin.com/company/ovation-property-management/about/
https://www.instagram.com/ovationlasvegas/","United States, Las Vegas, NV 89128",['Real Estate'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Positano Apartments,https://lasvegasliving.com/properties/positano/,None,"Description:
	Positano Apartments in Las Vegas, NV offers beautiful one, two & three bedroom luxury apartments for rent in the 89138 neighborhood.
	Conveniently located near The District at Green Valley Ranch with exclusive dining, shopping & entertainment, Positano is the ideal location for modern luxury living.
	Stunning design features include high ceilings, chef-inspired kitchens with full appliance package, spacious bathrooms and built-in computer desks.
Business hours:
	Mon-Sun: 09:00 - 18:00
For more information, please contact us with the details below:
Contact Telephone:
	(702) 492-0068
Other Social Media Profiles:
https://www.linkedin.com/company/ovation-property-management/about/
https://www.instagram.com/ovationlasvegas/","United States, Las Vegas, NV 89183",['Real Estate'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
ZippyU Ohio,https://osu.zippyucart.com/,None,"As a student, you will have to relocate more often and that is a normal thing. But, while you are spending your time in another city, it is also natural that over time, you will have more and more belongings in your home. If you are looking for extra space, our ZippyU has a solution for you. Our company is known for providing some of the quality student storage units Ohio has! It means that in our facilities, you will not have to worry about the safety of your belongings. We will come to your place, we will store, and when there is a need, we will return your belongings. Our company also provides packing boxes, so you can absolutely secure all your belongings in an appropriate way. With us, you will not have to worry about their safety and you can expect that all your goods will be secured during the entire process. We are waiting for your call and we are looking forward to assisting you!","United States, Columbus, OH 43228",['Real Estate'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Jolt Collective,https://jc-mktg.com/,None,"A full-service marketing team, always at your fingertips. At Jolt Collective, our goal is to fully understand our client and the world in which they operate. We believe in a comprehensive marketing plan that maps back to your business and sales objectives, so you can further your company’s reach and impact and receive the greatest return on investment.","United States, Denver, CO 80219",['Advertising / PR / Marketing'],Shipping,None,None,2021/02/6,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Texas Equipment Repair,https://texasequipmentrepair.net/,None,"If you are looking for heavy equipment repair in the Austin Texas and surrounding areas look no further! We are Austin Texas top heavy equipment repair company. We offer on site 24/7 heavy equipment repair and will make sure your equipment is fixed as fast as possible. We understand the importance of keeping your heavy equipment running, if you aren’t burning diesel you aren’t making money. Our team is trained in a wide variety of heavy equipment and can handle both easy fixes and challenging overhauls. When you need heavy equipment repair in Austin, Texas having a team that answer the phone, shows up on time, and has transparent fixed hourly billing helps take the stress out of a breakdown. Whether you need a simple tune-up or a major repair, you can trust our team to provide you with the best service. Contact us today to learn more about our heavy equipment repair services and to get a free quote.","United States, Kyle, TX 78642",['Manufacturing'],Co-Founder,None,None,1996/05/3,None,225,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Saturn Photography - Austin Photographers,https://www.saturnphotography.com/,None,"Description:
	At Saturn Photography, we specialize in capturing the unique essence of your business and special moments through expertly crafted, high-quality photos. Whether you're looking to elevate your brand with stunning commercial photography or preserve the memories of your wedding day or family event, our experienced team has the skills and expertise to deliver results that exceed your expectations. Contact us today to book your session and let us help you create lasting memories!
Business hours:
	Mon: 8:00am - 8:00pm
	Tue: 8:00am - 8:00pm
	Wed: 8:00am - 8:00pm
	Thu: 8:00am - 8:00pm
	Fri: 8:00am - 8:00pm
	Sat: 8:00am - 8:00pm
	Sun: 8:00am - 8:00pm
Payment Method:
	Cash, Visa, Mastercard, American Express, Personal Check, Invoice, Discover, PayPal, ATM / Debit
For more information, please contact us with the details below:
Contact Telephone:
	+1 225-522-1358
Contact Email:
email@saturnphotography.com
Other Social Media Profiles:
https://www.instagram.com/zacktullier_saturnphotography/","United States, Austin, TX 78757",['Other'],None,None,None,2020/01/1,None,4,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Health in Tandem,https://healthintandem.com/,None,"Description:
	Health in Tandem is an integrative private practice with a team of compassionate therapists who help clients find awareness and balance in all aspects of their health and wellness. We believe that change and growth happen when we focus on addressing four pillars of wellness: mental wellness, emotional wellness, physical wellness, and social wellness. Our therapists offer individual, couples, and group therapy to children, adolescents, and adults of all ages.
Business hours:
	Mon: 08:00 - 21:00
	Tue: 08:00 - 21:00
	Wed: 08:00 - 21:00
	Thu: 08:00 - 21:00
	Fri: 08:00 - 18:00
	Sat: 08:00 - 14:00
	Sun: Closed
Payment Method:
	Cash, Mastercard, Visa, Personal Check, Invoice, American Express, Discover, Insurance, ATM / Debit, Financing Available
For more information, please contact us with the details below:
Contact Telephone:
	+1 708-320-9679
Contact Email:
rikki.e.carlin@gmail.com
Other Social Media Profiles:
https://www.linkedin.com/company/healthintandem/
https://www.instagram.com/healthintandem/","United States, Chicago, IL 60657",['Healthcare / Medical Services'],None,None,None,2016/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
USA Tree Service Of Florida,http://usatreeservice.com/,None,,"United States, FL, FL 34607",['Manufacturing'],None,None,None,2001/03/9,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Argon Digital,https://argondigital.com,None,"ArgonDigital specializes in making technology a strategic advantage, allowing our customers to do more of what they do best. Leveraging our 20+ year history as software requirements experts that literally wrote the book on requirements modeling language, we help our clients streamline operations and generate revenue by implementing various enterprise automation and data management solutions.","United States, Austin, TX 78731",['IT.Service'],Shipping,None,None,2021/11/1,None,50,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Beaton Accounting,https://www.beatonaccounting.com/,None,"Description:
	Beaton Accounting in Winston-Salem, NC would love to assist you with your accounting needs. Providing personal attention and understanding and responsive accountants year round. Offering business tax preparation, individual tax preparation, bookkeeping or quickbooks consulting, and so much more. Call us to schedule your free consultation today.
Business hours:
	Mon: 09:00 - 17:00
	Tue: 09:00 - 17:00
	Wed: 09:00 - 17:00
	Thu: 09:00 - 17:00
	Fri: 09:00 - 17:00
	Sat: Closed
	Sun: Closed
Payment Method:
	Visa, ATM / Debit, Discover, American Express, Mastercard
For more information, please contact us with the details below:
Contact Telephone:
	+1 336-293-7870
Contact Email:
info@beatonaccounting.com","United States, Winston-Salem, NC 27106",['Financial Services'],None,None,None,1993/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Genesis Medical Detox,https://genesismedicaldetox.com/,None,"Description:
	Genesis Medical Detox is the leading Detox Center in Pulaski, TN & the surrounding areas. We proudly offer an Medical Detox in Pulaski, TN!
We offer the following services:
	Medical Detox Pulaski TN
	Heroin Detox Pulaski TN
	Alcohol Detox Pulaski TN
	Drug Detox Pulaski TN
	Cocaine Detox Pulaski TN
We proudly service the Pulaski, TN area & pride ourselves on offering the best Medical Detox services.
Please contact us for all your Drug & Alchohol Detox needs.
Payment Method:
	Personal Check, Visa, Mastercard, Insurance, ATM / Debit, American Express
For more information, please contact us with the details below:
Contact Telephone:
	(844) 895-0537","United States, Pulaski, TN 38478",['Healthcare / Medical Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Buy Ambien Online Without a Prescription,https://linktr.ee/medstores,None,"If you are looking for a reliable website to buy Ambien online, look no further than adderallpill.com. Here, you can buy Ambien online without any prescription at an affordable price. With our online pharmacy, you can be assured of getting the best quality medication as per your requirement.
Ambien is a medication used to treat insomnia. It is a sedative-hypnotic medication that works by slowing down the brain and nervous system. Ambien is taken as a pill before bedtime. It is typically only used for short-term treatment of insomnia.","United States, Los Angeles, CA 90017",['Healthcare / Medical Services'],Mature,None,None,2020/04/4,None,1 002,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
FitStrengthCo,https://fitstrengthco.shop,None,"FitStrengthCo is an online fitness store that offers unique men's & women's fitness apparel, men's & womens workout accessories, and fitness gadgets. Get the benefits of a gym session from the comfort of your home. Buy affordable products like digital jump rope, body rope, compression tank tops for men, and more. Visit our website today.","United States, Washington, DC 20011",['Healthcare / Medical Services'],Shipping,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Full Throttle Fitness,https://www.fullthrottlefitnesscolumbus.com/,None,"Description:
THE best gym in Columbus Ohio
	Gym/Physical Fitness Center
	EST in 2009. a gym where anyone, no matter what their fitness goals may be, can show up and have all they need to surpass their goals.
 
Business Hours:
Mon-Fri: 05:00 - 23:00, Sat-Sun: 05:00 - 20:00
 
Payment Methods:
Discover, ATM / Debit, American Express, Mastercard, Visa, Cash, Personal Check
 
For more information, please contact us with the following details: 
Contact Telephone:
+1 614-825-6906
 
Contact Email:
info@ftf614.com
 
Other Social Media Profiles:
https://www.linkedin.com/company/full-throttle-fitness
https://www.pinterest.com/ftf614
https://www.instagram.com/fullthrottlefitnesscolumbus","United States, Columbus, OH 43240",['Other'],None,None,None,2010/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Buy Adderall Online With Delivery Relief ADHD,https://rehabilative.com/product-category/buy-adderall-online/,None,"When you buy Adderall online with PayPal services, you can be sure that you're getting a safe and reliable product. Adderall is a prescription medication used to treat attention deficit hyperactivity disorder (ADHD). It's important to note that Adderall is only available with a doctor's prescription.
Buy Adderall online Overnight
order adderall online with offer
adderall online sale
adderall with offer","United States, San Francisco, AZ 29620",['Healthcare / Medical Services'],Co-Founder,None,None,2000/04/3,None,55,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Reclaim Men's Clinic,http://www.reclaimmensclinic.com/,None,"Description:
	Reclaim Men's Clinic is Unique
	We offer comprehensive wellness services to help you RECLAIM your best life including:
	Testosterone replacement therapy (TRT) for low testosterone treatment
	Human Growth Hormone (HGH) optimization using peptides to grow lean mass and lose body fat
	Medically managed weight loss services
	Neuromodulators such as Jeuveau, Botox, and Dysport for wrinkles, and facial fillers for adding back volume to the face
	Sexual Health including Erectile Dysfunction treatments (The P-Shot® Procedure)
	IV Vitamin drips and NAD+ Infusions
Business hours:
	Mon: 09:00 - 18:00
	Tue: 09:00 - 18:00
	Wed: 09:00 - 18:00
	Thu: 09:00 - 18:00
	Fri: 09:00 - 15:00
	Sat: 10:00 - 15:00
	Sun: Closed
Payment Method:
	Cash, Visa, ATM / Debit, Mastercard
For more information, please contact us with the details below:
Contact Telephone:
	+1 314-310-2068
Contact Email:
reclaim@reclaimensclinic.com
Other Social Media Profiles:
https://www.instagram.com/reclaimclinic/","United States, St. Louis, MO 63109",['Healthcare / Medical Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
The Lone Pine Tree Service,https://www.lonepinetreeservice.com/,None,"Description:
	My father and I have collectively, over four decades of experience in the tree service industry. Together, we have worked for countless tree companies and, in 2011 finally decided to establish our own, The Lone Pine Tree Service. Thanks to our years of knowledge and background experience, we now take pride in being second to none. We are an affordable, competitive, and reliable company in Valley Springs, CA. We serve Calaveras, Amador, & San Joaquin county. Give us a call for a free estimate.
Business hours:
	Mon-Sun: Open 24 Hours
For more information, please contact us with the details below:
Contact Telephone:
	+1 209-768-3872","United States, Valley Springs, CA 95252",['Other'],None,None,None,2011/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Seagull Book,https://www.seagullbook.com/riverdale-ut.html,None,"Description:
Seagull Book will be your go-to place for your favorite religious and non-religious books, audiobooks, trinkets, and home decor. With a variety of locations and online store we want to help everyone find what they are looking for.
 
Business Hours:
Mon: 10:00am - 8:00pm
	Tue: 10:00am - 8:00pm
	Wed: 10:00am - 8:00pm
	Thu: 10:00am - 8:00pm
	Fri: 10:00am - 8:00pm
	Sat: 10:00am - 8:00pm
	Sun: Closed
 
For more information, please contact us with the following details: 
Contact Telephone:
801-627-0659","United States, Ogden, UT 84405",['Startup Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Remove Online Information,https://removeonlineinformation.com,None,"Remove Online Information is a leading Internet information removal and reputation repair firm. The company offers trusted solutions to clean up unwanted items on internet sites and remove negative content and personal information from search engine results.
Remove Online Information helps individuals and businesses take control of their online presence with top-rated internet removal and online presence management services.  
Visit our website to learn more.","United States, Denver, CO 80014",['IT.Security'],Mature,None,None,2015/01/15,None,25,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
